article_id,infraction_desc,amende_fixe,points_retrait,categorie_vehicule,type_infraction,mots_cles,cluster,categorie_cluster
242,242 املاده ،يجب علا مدير مؤسسه تعليم السياقه او مدير مؤسسه التربيه علا السالمه الطرقيه ان يسهر باستمرار، علا حسن التسيير االداري والبيداغوجي للمؤسسه وفقا الحكام هذا القانون والنصوص .الصادره لتطبيقه 239 يجب عليه ان يوجه الا االداره ، وفق الكيفيات املح,,,leger,obligation,,0,permis_conduite
243,243 املاده يجب ان يكون التعليم امللقن في مؤسسات تعليم السياقه مطابقا للبرنامج الوطني لتعليم السياقه .املحدد من لدن االداره يجب ان يكون تنظيم الدورات في التربيه علا السالمه الطرقيه مطابقا للمواصفات املحدده من .لدن االداره 100 االمانه العامه للحكومه,,,leger,obligation,,0,permis_conduite
244,244 املاده ال يمكن فتح ايه مؤسسه لتعليم السياقه او للتربيه علا السالمه الطرقيه للعموم، اال بعد قيام اعوان االداره بمعاينه مطابقه محال وتجهيزات تعليم السياقه او التربيه علا السالمه الطرقيه وكذا 239 املوارد البشريه التي تتوفر عليها املؤسسه املذكوره لبن,,,leger,obligation,documents,0,permis_conduite
245,245 املاده يجب ان يلقن تعليم السياقه او تنشيط دورات التربيه علا السالمه الطرقيه من قبل مدرب لتعليم .السياقه او منشط لدورات التربيه علا السالمه الطرقيه مرخص لهما من لدن االداره او منشط لدورات التربيه علا ال يجوز ان يطلب الحصول علا رخصه مدرب لتعليم الس,,,leger,obligation,documents,0,permis_conduite
246,246 املاده يجب علا ارباب ومسيري مؤسسات تعليم السياقه او التربيه علا السالمه الطرقيه الخضوع لعمليات التفتيش التي يقوم بها االعوان او الهيئات املؤهله لهذا الغرض من لدن االداره، والتي يراد بها التحقق من التقيد باحكام هذا القانون والنصوص الصادره لتطبيقه,,,leger,obligation,,0,permis_conduite
247,247 املاده ال يجوز التخلي عن ايه مؤسسه لتعليم السياقه او للتربيه علا السالمه الطرقيه اال لفائده شخص . اعاله240 معنوي او ذاتي تتوفر فيه الشروط املنصوص عليها في املاده,,,leger,definition,,0,permis_conduite
248,248 املاده يجب علا املتخلي واملتخلا له، في حاله التخلي عن مؤسسه لتعليم السياقه او للتربيه علا السالمه الطرقيه، تقديم تصريح مشترك الا االداره، قبل ابرام عقد التخلي، يلتزم فيه املتخلا له باحترام بنود . اعاله239 دفتر التحمالت املشار اليه في املاده . اعا,,,leger,obligation,documents,0,permis_conduite
249,249 املاده ،الطرقيه في حاله وفاه الحاصل علا رخصه باستغالل مؤسسه لتعليم السياقه او للتربيه علا السالمه . اشهر من تاريخ الوفاه3 يجب علا ذوي حقوقه التصريح بذلك الا االداره ، داخل اجل ثالثه ،يجوز لذوي الحقوق االستمرار في استغالل املؤسسه مده سنه من تاريخ,,,leger,obligation,documents,4,dispositions_transitoires
250,250 املاده ،الطرقيه يجب علا الحاصلين علا رخصه باستغالل مؤسسه لتعليم السياقه او للتربيه علا السالمه .قبل توقيف او انهاء نشاطهم، اخبار االداره بذلك، بواسطه رساله مضمونه مع االشعار باالستالم,,,leger,obligation,documents,0,permis_conduite
251,251 املاده الصادر بتنفيذه الظهري الرشيف116.14 غريت ومتمت مبوجب املاده االوال من القانون رقم 6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 بتاريخ1.16.106 رقم 5878 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ من هذا القانون، هيئات او مؤسسات239 تعفا من الحصول علا,,,leger,definition,documents,5,references_legales
252,252 املاده يجوز للجمعيات التي تزاول نشاطها في مجال االدماج او اعاده االدماج االجتماعي واملنهي تلقين التربيه علا السالمه الطرقيه، شريطه الحصول علا رخصه تسلمها االداره، التي تتاكد في هذه الحاله . اعاله246 الا239 من توفر الشروط املنصوص عليها في املواد 1,,,,definition,documents,0,permis_conduite
253,253 املاده اعاله، ان تكون الجمعيه متوفره علا252 يجب للحصول علا الرخصه املشار اليها في املاده الشروط التاليه ان يكون مصرحا بها وفقا للتشريع املنظم لحق تاسيس الجمعيات ؛ 1 ان تكون طرفا في اتفاقيه مبرمه مع الدوله او جماعه ترابيه او مؤسسه عموميه او مؤسسه,,,leger,obligation,documents,0,permis_conduite
254,254 املاده يجب علا الجمعيات املذكوره في املاده السابقه ان تقدم سنويا الا االداره تقريرا عن نشاطها في .مجال تلقين التربيه علا السالمه الطرقيه وفق الشروط املحدده من لدن االداره الباب الثاني العقوبات والتدابير االداريه والعقوبات الزجريه الفرع االول العق,,,,obligation,,0,permis_conduite
255,255 املاده بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 نسخت وعوضت مبوجب املاده الثانيه من القانون رقم 5881 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 اعاله، خالل عمليه تفتيش مؤسسه لتعليم246 اذا عاين االع,,,leger,obligation,documents,5,references_legales
255,255 املاده اعاله، خالل عمليه تفتيش مؤسسه لتعليم246 اذا عاين االعوان,15000.0,,leger,sanction,documents,0,permis_conduite
256,256 املاده من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 غريت مبوجب املاده االوال من القانون رقم 5878 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 تسحب االداره، بصفه نهائيه الرخصه بفتح واستغالل مؤسسه لتعليم,35000.0,,leger,sanction,"stationnement, documents",5,references_legales
257,257 املاده تسحب رخصه املدرب او املنشط بصفه مؤقته اذا اتخذ في حق الحاصل عليها اجراء بتوقيف رخصه السياقه ؛ 1 اذا كان يعاني عجزا بدنيا مؤقتا يتنافا مع تعليم سياقه املركبات ذات محرك او مع تنشيط 2 .دورات التربيه علا السالمه الطرقيه 105 االمانه العامه للحك,,,leger,definition,documents,0,permis_conduite
258,258 املاده تسحب نهائيا رخصه املدرب او املنشط من قبل االداره اذا لم يعد الحاصل عليها متوفرا علا الشروط املنصوص عليها في هذا القانون والنصوص 1 الصادره لتطبيقه ؛ اذا ارتكب اخطاء مهنيه تمت معاينتها بصفه قانونيه ؛ 2 اذا ارتكب غشا خالل امتحان للحصول علا رخ,,,leger,definition,documents,0,permis_conduite
259,259 املاده درهم، كل شخص فتح او استغل60.000 الا ستين الف30.000 يعاقب بغرامه من ثالثين الف .مؤسسه لتعليم سياقه املركبات او للتربيه علا السالمه الطرقيه بمقابل دون ان يكون مرخصا له بذلك الا مائه وعشرين60.000 يعاقب مرتكب املخالفه، اذا كان شخصا معنويا، بغر,30000.0,,leger,sanction,,1,sanctions_amendes
260,260 املاده درهم، كل حاصل علي30.000 الا ثالثين الف15.000 يعاقب بغرامه من خمسه عشر الف رخصه بفتح واستغالل مؤسسه تعليم السياقه او التربيه علا السالمه الطرقيه، شغل وهو يعلم بذلك مديرا او مدربين او منشطين ال يتوفر فيهم او لم يعد يتوفر فيهم شرط او اكثر من,30000.0,,leger,sanction,documents,1,sanctions_amendes
261,261 املاده درهم، كل مدير مؤسسه20.000 الا عشرين الف10.000 يعاقب بغرامه من عشره االف . اعاله242 او ال يحترم احكام املاده241 ال يتقيد باحكام املاده . درهم40.000 الا اربعين الف20.000 في حاله العود، يعاقب املخالف بغرامه من عشرين الف,10000.0,,,sanction,,1,sanctions_amendes
262,262 املاده درهم، كل5.000 الا خمسه االف2.000 يعاقب بالحبس من شهر الا سنه وبغرامه من الفين حاصل علا رخصه بفتح واستغالل مؤسسه لتعليم السياقه او مؤسسه للتربيه علا السالمه الطرقيه او كل مدير او مدرب او منشط باملؤسسه املذكوره، غش او ساعد علا الغش او قدم تص,2000.0,,leger,sanction,documents,1,sanctions_amendes
263,263 املاده درهم، كل شخص ذاتي او معنوي60.000 الا ستين الف30.000 يعاقب بغرامه من ثالثين الف قام باستغالل مؤسسه لتعليم السياقه او مؤسسه للتربيه علا السالمه الطرقيه، بعد ان صدر في .حقه مقرر باالغالق املؤقت للمؤسسه او بالسحب النهائي للرخصه .في حاله العود،,30000.0,,leger,sanction,documents,1,sanctions_amendes
264,264 املاده درهم10.000 الا عشره االف5.000 يعاقب بغرامه من خمسه االف ، كل شخص زاول مهنه مدرب في تعليم السياقه او منشط دورات التربيه علا السالمه الطرقيه 1 دون الحصول علا رخصه بذلك ؛ كل شخص زاول مهنه مدرب في تعليم السياقه او منشط دورات التربيه علا السالم,5000.0,,leger,sanction,"stationnement, documents",1,sanctions_amendes
265,265 املاده درهم، كل شخص زاول مهنه10.000 الا عشره االف5.000 يعاقب بغرامه من خمسه االف مدرب في تعليم السياقه او منشط دورات التربيه علا السالمه الطرقيه، بعد ان صدر في حقه مقرر .بالسحب املؤقت للرخصه .في حاله العود ترفع العقوبه الا الضعف 107 االمانه العام,5000.0,,leger,sanction,documents,1,sanctions_amendes
266,266 املاده من هذا القانون، االداره او مراكز املراقبه التقنيه66 تقوم باملراقبه التقنيه املشار اليها في املاده .املرخص لها لهذا الغرض من لدن االداره الباب الثاني مراكز وشبكات املراقبه التقنيه,,,,definition,,0,permis_conduite
267,267 املاده اعاله، يمكن لالداره بعد االعالن عن املنافسه الترخيص بفتح26,,,,sanction,,2,permissions_exceptions
267,267 املاده الصادر بتنفيذه الظهري الرشيف116.14 غريت مبوجب املاده االوال من القانون رقم 6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 بتاريخ1.16.106 رقم 5878 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ اعاله، بعد االعالن عن املنافسه266 تسلم الرخصه ملمارسه املرا,,,,obligation,documents,5,references_legales
268,268 املاده اعاله الشروط التاليه267 يجب ان تتوفر في االشخاص املعنويه امل,,,,obligation,,0,permis_conduite
269,269 املاده يجب ان يتولا تسيير كل مركز للمراقبه التقنيه شخص تتوفر فيه الشروط التاليه اال تقل سنه عن احدا وعشرين سنه شمسيه كامله ؛ 1 109 االمانه العامه للحكومه ان يكون متمتعا بحقوقه الوطنيه واملدنيه ؛ 2 اال يكون قد صدر في حقه حكم باالدانه من اجل جنايه,,,,obligation,,0,permis_conduite
270,270 املاده يمنع علا مراكز وعلا شبكات مراكز الفحص التقني مزاوله اي نشاط مرتبط باصالح السيارات .او االتجار فيها,,,,obligation,,0,permis_conduite
271,271 املاده ال تمنح الرخصه بفتح اي مركز للمراقبه التقنيه للعموم اال بعد قيام اعوان االداره بمعاينه مطابقه محال وتجهيزات املراقبه التقنيه واملوارد البشريه باملركز املذكور لبنود دفتر التحمالت املشار اليه . اعاله267 في املاده يحدد للمعني باالمر، في حاله,,,,obligation,documents,0,permis_conduite
272,272 املاده .يجب ان يتولا عمليه املراقبه التقنيه عون فاحص مرخص له من قبل االداره ال يجوز ان يطلب الحصول علا رخصه عون فاحص اال الشخص الذي تتوفر فيه الشروط التاليه اال تقل سنه عن احدا وعشرين سنه شمسيه كامله ؛ 1 ان يكون متمتعا بحقوقه الوطنيه واملدنيه ؛ 2,,,leger,obligation,documents,0,permis_conduite
272,272 املاده . اعاله272 من املاده6 غير انهم يعفون من الشرط املحدد في البند القسم الثالث احكام ختاميه,,,,definition,,0,permis_conduite
273,273 املاده يجب علا الحاصل علا رخصه بفتح واستغالل شبكه ملراكز املراقبه التقنيه، ان يعين شخصا اعاله، يكون مسؤوال عن التقيد باحكام268 من املاده2 ذاتيا تتوفر فيه الشروط املحدده في البند هذا القانون والنصوص الصادره لتطبيقه، ويجب عليه، لهذا الغرض، ان يتاكد,,,,obligation,documents,0,permis_conduite
274,274 املاده يجب علا الحاصل علا رخصه بفتح واستغالل مركز او شبكه ملراكز املراقبه التقنيه وعلا الشخص اعاله وعلا مسيري مراكز املراقبه التقنيه واالعوان273 املشار اليه في الفقره االولا من املاده الفاحصين الخضوع لعمليات التفتيش التي يقوم بها االعوان او الهيا,,,,obligation,documents,0,permis_conduite
275,275 املاده ال يجوز التخلي عن ايه شبكه ملراكز املراقبه التقنيه اال لفائده شخص معنوي تتوفر فيه الشروط . اعاله268 املنصوص عليها في املاده ،يجب علا املتخلي واملتخلا له، لهذا الغرض، تقديم تصريح مشترك الا االداره، قبل ابرام العقد . اعاله267 يلتزم فيه املتخ,,,,obligation,documents,0,permis_conduite
276,276 املاده ال يجوز التخلي عن مركز للمراقبه التقنيه اال لفائده شخص معنوي يتوفر علا رخصه باستغالل .شبكه ملراكز املراقبه التقنيه ال يجوز منح الترخيص بالتخلي، عندما يترتب علا التخلي عن مركز للمراقبه التقنيه تخفيض عدد اعاله، اال اذ267 املراكز او الخطوط ال,,,,definition,documents,0,permis_conduite
277,277 املاده اذا توفي الحاصل علا رخصه بفتح واستغالل مركز للمراقبه التقنيه,,,,obligation,documents,0,permis_conduite
278,278 املاده يجب علا الحاصلين علا رخصه باستغالل مركز او شبكه ملراكز املراقبه التقنيه، قبل توقيف او .انهاء نشاطهم، اخبار االداره بذلك في رساله مضمونه مع اشعار باالستالم اشهر ولم يتم اخبار3 يؤدي الا سحب الرخصه، كل توقيف او انهاء للنشاط ملده تزيد عن ثالثه,,,,obligation,documents,0,permis_conduite
279,279 املاده بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 نسخت وعوضت مبوجب املاده الثانيه من القانون رقم 5881 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 اعاله، خالل عمليه تفتيش مركز للمراقبه274 اذا عاين اال,100000.0,,,sanction,documents,5,references_legales
279,279 املاده اعاله، خالل عمليه تفتيش مركز للمراقبه274 اذا عاين االعوان,,,,sanction,documents,0,permis_conduite
280,280 املاده بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 نسخت وعوضت مبوجب املاده الثانيه من القانون رقم 5882 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 من شوال13 تسحب االداره الرخصه بفتح واستغالل شبكه ملراكز املراقب,,,,definition,"stationnement, documents",5,references_legales
281,281 املاده من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 غريت مبوجب املاده االوال من القانون رقم 5878 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 تسحب االداره رخصه العون الفاحص بصفه مؤقته اذا لم يتقيد بقواع,,,,definition,documents,5,references_legales
282,282 املاده تسحب نهائيا رخصه العون الفاحص من لدن االداره اذا لم يعد الحاصل عليها متوفرا علا الشروط املنصوص عليها في هذا القانون والنصوص 1 الصادره لتطبيقه ؛ اعاله وذلك دون االخالل باالحكام274 اذا ارتكب اخطاء مهنيه تمت معاينتها وفقا الحكام املاده 2 الجن,,,,definition,documents,0,permis_conduite
283,283 املاده درهم، كل شخص فتح او استغل60.000 الا ستين الف30.000 يعاقب بغرامه من ثالثين الف شبكه ملراكز املراقبه التقنيه للمركبات او فتح او استغل مركزا للمراقبه التقنيه للمركبات دون ان .يكون مرخصا له بذلك درهم الا مائه وعشرين60.000 يعاقب املخالف، اذا كا,30000.0,,,sanction,,1,sanctions_amendes
284,284 املاده من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 غريت مبوجب املاده االوال من القانون رقم 5878 ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ، ج.ر عدد2016 يوليو18 1437 درهم كل حاصل علا رخصه فتح60.000 الا ستين الف30.000 يعاقب بغر,30000.0,,,sanction,documents,5,references_legales
285,285 املاده درهم، كل حاصل علا رخصه40.000 الا اربعين الف20.000 يعاقب بغرامه من عشرين الف وذلك دون االخالل273 فتح واستغالل شبكه ملراكز املراقبه التقنيه للمركبات ال يتقيد باحكام املاده . اعاله280 باحكام املاده 70.000 درهم الا سبعين الف40.000 في حاله العو,115.0,,,sanction,documents,1,sanctions_amendes
286,286 املاده 100.000 درهم الا مائه الف20.000 يعاقب بالحبس من شهر الا سنه,2000.0,,leger,sanction,documents,1,sanctions_amendes
287,287 املاده درهم، كل شخص قام باستغالل60.000 الا ستين الف30.000 يعاقب بغرامه من ثالثين الف .مركز للمراقبه التقنيه للمركبات بعد ان صدر في حقه مقرر باالغالق املؤقت او باالغالق النهائي للمركز .في حاله العود، ترفع العقوبه الا الضعف,30000.0,,,sanction,,1,sanctions_amendes
288,288 املاده من13 الصادر يف1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 اضيفت مبوجب املاده الثالثه من القانون رقم 5885 . ، ص2016 اغسطس11 1437 ذي القعده7 بتاريخ6490 ،ج.ر عدد2016 يوليو18 1437 شوال اذا ثبتت مسؤوليه شبكه او مركز للمراقبه التقنيه في حادث,116.0,,,sanction,,5,references_legales
288,288 املاده درهم5.000 الا خمسه االف2.500 يعاقب بغرامه من الفين وخمسمائه اعاله ؛272 كل شخص زاول مهنه عون فاحص دون التوفر علا الرخصه املنصوص عليها في املاده كل عون فاحص استمر في مزاوله املهنه بعد ان صدر في حقه مقرر بالسحب النهائي او بالسحب .املؤقت للرخص,500.0,,,sanction,documents,1,sanctions_amendes
289,289 املاده دون االخالل باملوانع املقرره في احكام تشريعيه اخرا واملتعلقه بما يلحق بالطريق العموميه من تخريب او تلف او ضرر، يمنع القيام باالفعال التاليه الترامي علا محرم الطريق العموميه ؛ 1 اتالف محرم الطريق العموميه واملغروسات واالبنيه واالنصاب والقار,,,,obligation,autoroute,3,regles_circulation
290,290 املاده دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، يعاقب بغرامه من الفين وخمسمائه درهم، كل من ارتكب، بسبب تهوره او عدم احتياطه7.500 الا سبعه االف وخمسمائه2.500 او عدم انتباهه او اهماله او عدم احترامه لالحكام التشريعيه والتنظيميه او ن,500.0,,,sanction,,1,sanctions_amendes
291,291 املاده 500 دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، يعاقب بغرامه من خمسمائه . اعاله289 من املاده7 درهم، كل من خالف احكام البند2.500 الا الفين وخمسمائه 7 يحكم علا املخالف، عالوه علا ذلك، بمصاريف اصالح اللوحه او التجهيز املشار اليهم,500.0,,,sanction,,1,sanctions_amendes
292,292 املاده الا1.000 دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، يعاقب بغرامه من الف . اعاله289 من املاده8 درهم، كل من خالف احكام البند2.000 الفي عالوه علا ذلك، يمكن لالداره املدبره للطريق السيار او لصاحب االمتياز حجز املواد والبضائع .امل,,,,sanction,,1,sanctions_amendes
293,293 املاده اعاله ودون االخالل بالعقوبه املنصوص عليها في289 من املاده9 في حاله خرق احكام البند اعاله، يمكن لالداره املدبره للطريق السيار او لصاحب االمتياز ان يعمل علا ايداع الحيوانات,,,,sanction,,2,permissions_exceptions
294,294 املاده من17 اعاله، تطبق احكام الفرع السابع من املاده289 من املاده10 في حاله خرق احكام البند .. غير ان الغرامه املطبقه تساوي ست مرات الرسم الواجب اداؤه1997 1996 قانون املاليه .في حاله العود، ترفع العقوبه املشار اليها في الفقره االولا اعاله الا الض,,,,sanction,,0,permis_conduite
295,295 املاده اعاله، علا كل شخص معنوي ساهم او شارك في294 و293 و292و291 و290 تطبق احكام املواد .ارتكاب االفعال املعاقب عليها في املواد املذكوره القسم الثاني االعمال التي يتوقف القيام بها علا الطريق العموميه وملحقاتها علا رخصه,,,,definition,"stationnement, documents",3,regles_circulation
296,296 املاده يمنع، اال برخصه سابقه تمنحها االداره، القيام بما يلي اجراء عمليات الحفر في محرم الطريق العموميه ؛ 1 انجاز تجويفات فيما وراء حدود محرم الطريق العموميه، علا مسافه تقل عن عشره امتار من 2 حدود هذا املحرم، مع اضافه متر واحد عن كل متر من عمق الت,,,,obligation,documents,3,regles_circulation
297,297 املاده دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، يعاقب بغرامه من خمسه االف . اعاله296 من املاده8 و7 و5 و2 و1 درهم، كل خرق الحكام البنود10.000 الا عشره االف5.000 يحكم علا املخالف، عالوه علا ذلك، بمصاريف ارجاع االماكن الا حالتها االو,5000.0,,,sanction,,1,sanctions_amendes
298,298 املاده دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، يعاقب بغرامه من الف ومائتين . اعاله296 من املاده3 درهم، كل خرق الحكام البند5.000 الا خمسه االف1.200 يحكم علا املخالف، عالوه علا ذلك، بمصاريف اصالح االماكن ودفع القيمه املقدره للمواد,200.0,,,sanction,,1,sanctions_amendes
299,299 املاده 4 يوجه الا كل شخص اقدم علا غرس اشجار او اقامه اسيجه دون رخصه، خالفا الحكام البند . اعاله، انذار الزالتها داخل اجل ثالثين يوما296 من املاده دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، اذا انصرم هذا االجل من غير ازاله الا خمسه ا,200.0,,,sanction,documents,1,sanctions_amendes
300,300 املاده 500 دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، يعاقب بغرامه من خمسمائه . اعاله296 من املاده6 درهم، كل خرق الحكام البند1.000 الا الف .في حاله العود، ترفع العقوبه املشار اليها في الفقره االولا اعاله الا الضعف,500.0,,,sanction,,1,sanctions_amendes
301,301 املاده دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، يعاقب بغرامه من ثالثه االف . اعاله296 من املاده9 درهم، كل خرق الحكام البند5.000 الا خمسه االف3.000 .يحكم علا املخالف، عالوه علا ذلك، بمصاريف اصالح االماكن واعادتها الا حالتها االولا,3000.0,,,sanction,,1,sanctions_amendes
302,302 املاده دون االخالل بالعقوبات االشد وبالرغم من االحكام املخالفه، يعاقب بغرامه من مائه الف درهم، كل من ارتكب، بسبب تهوره او عدم احتياطه او عدم200.000 الا مائتي الف100.000 . اعاله296 من املاده10 انتباهه او تهاونه او عدم احترام االنظمه، خرقا الحكام ا,100000.0,,,sanction,,1,sanctions_amendes
303,303 املاده اعاله، علا كل شخص معنوي ساهم302و301 و300 و299 و298 و297 تطبق احكام املواد .او شارك في ارتكاب االفعال املعاقب عليها في املواد املذكوره,,,,definition,,0,permis_conduite
304,304 املاده يخضع لرخصه مسبقه كل استعمال للطرق العموميه من قبل اي شخص ذات,500.0,,,sanction,"depassement, documents",3,regles_circulation
305,305 املاده ال تطبق احكام هذا القانون علا السكك الحديديه املمتده علا قراره الطريق العموميه وال علا .املركبات التي تسير علا قضبان تلك السكك غير انه يجب علا سائقي الحافالت الكهربائيه ترامواي احترام قواعد السير علا الطريق العموميه .التي تحددها االداره,,,,obligation,,3,regles_circulation
306,306 املاده علا املركبات الخاصه79 الا70 واملواد من66 و65 و64 واملواد51 الا45 ال تطبق احكام املواد من .بالقوات املسلحه امللكيه .تكون هذه املركبات التي تتكفل املصالح التقنيه للدفاع الوطني بتسلمها محل تسجيل خاص,,,,definition,,3,regles_circulation
307,307 املاده من هذا القانون علا رخص السياقه املؤقته املحصل23 ال تطبق احكام الفقره الثانيه من املاده .عليها قبل تاريخ دخول هذا القانون حيز التنفيذ نقطه وتطبق علا الحاصل عليها، خالل20 يخصص لرخص السياقه املؤقته املذكوره رصيد من من هذا القانون وعند انصرام,,,leger,definition,,4,dispositions_transitoires
308,308 املاده تعتبر رخصه السياقه النهائيه املسلمه قبل تاريخ دخول هذا القانون حيز التنفيذ رخصه سياقه .بعد انتهاء الفتره االختباريه وتطبق عليها احكام هذا القانون 122 االمانه العامه للحكومه القسم الثاني احكام انتقاليه,,,leger,definition,documents,4,dispositions_transitoires
309,309 املاده يجب علا االشخاص الحاصلين علا رخصه السياقه قبل تاريخ دخ,,,leger,obligation,documents,4,dispositions_transitoires
310,310 املاده يجب علا اصحاب املركبات الخاضعه الحكام هذا القانون التقيد باحكامه وبمقتضيات النصوص .الصادره لتطبيقه داخل اجل تحدده االداره اعاله، يعفا السائقون بصفه مهنيه املزاولون قبل تاريخ دخول هذا القانون40 خالفا الحكام املاده املذكوره40 حيز التنفيذ من,,,,obligation,,4,dispositions_transitoires
311,311 املاده من هذا القانون حيز التنفيذ65 والفقره الخامسه من املاده1 61 و,,,,definition,,4,dispositions_transitoires
312,312 املاده يحدد الرباب مؤسسات تعليم سياقه السيارات ذات املحرك، املزاولين نشاطهم قبل تاريخ نشر هذا القانون في الجريده الرسميه، اجل سنتين من تاريخ دخول هذا القانون حيز التنفيذ، للتقيد .باحكامه واذا انصرم هذا االجل، اعتبروا كما لو قاموا بفتح واستغالل مؤ,,,leger,definition,documents,4,dispositions_transitoires
313,313 املاده يحدد لالشخاص الحاصلين علا شهاده الكفاءه املهنيه للمدرب في تعليم سياقه السيارات ذات املحرك، املزاولين عملهم في تاريخ نشر هذا القانون في الجريده الرسميه، اجل سنه من تاريخ دخول . اعاله245 هذا القانون حيز التنفيذ لتقديم طلب رخصه طبقا الحكام ام,,,leger,definition,documents,4,dispositions_transitoires
314,314 املاده يستمر ارباب مراكز الفحص التقني املزاولون نشاطهم في تاريخ نشر هذا القانون في الجريده الرسميه، في القيام بالفحص التقني وفق الرخصه املسلمه اليهم ودفتر التحمالت املرفق بها. غير انه يجب عليهم داخل اجل سنتين من تاريخ دخول هذا القانون حيز التنفيذ,,,,obligation,documents,4,dispositions_transitoires
315,315 املاده يحدد لالشخاص الحاصلين علا شهاده الكفاءه املهنيه للعون الفاحص، املزاولين عملهم في تاريخ دخول هذا القانون حيز التنفيذ، اجل سنه من التاريخ املذكور لتقديم طلب رخصه طبقا الحكام . اعاله,,,,definition,documents,4,dispositions_transitoires
316,316 املاده تنسخ، ابتداء من تاريخ دخول هذا القانون حيز التنفيذ بنسخ وتعو,,,leger,definition,telephone,4,dispositions_transitoires
317,317 املاده اعاله حيز التنفيذ وكيفيات تطبيقها، وذلك فيما يخص147 تحدد االداره تاريخ دخول احكام املاده .تحصيل الضريبه الخصوصيه السنويه علا السيارات والرسم علا محور املحرك,,,,definition,,4,dispositions_transitoires
318,318 املاده .2010 يدخل هذا القانون حيز التنفيذ ابتداء من فاتح اكتوبر 125 االمانه العامه للحكومه الصادر بتنفيذه الظهير الشريف116.,,,,definition,,4,dispositions_transitoires
